Day,Hour,Tair,Maximum temperature (Tmax),Minimum temperature)Tmin,Maximum crown temperature(Tc max ),Minimum crown temperature (Tcmin),Crown temperature (Tc ),V component,Vd component,Vernalisation factor (VF),Td,Td (vernalised)
321,9,9.86,12.1,7.29,12.1,7.29,9.695,0.663623,0,0.581541184,39.50319444,22.97273448
321,10,11.42,12.1,7.29,12.1,7.29,9.695,0.663623,0,0.581541184,39.50319444,22.97273448
321,11,11.79,12.1,7.29,12.1,7.29,9.695,0.663623,0,0.581541184,39.50319444,22.97273448
321,12,11.81,12.1,7.29,12.1,7.29,9.695,0.663623,0,0.581541184,39.50319444,22.97273448
321,13,11.87,12.1,7.29,12.1,7.29,9.695,0.663623,0,0.581541184,39.50319444,22.97273448
321,14,11.92,12.1,7.29,12.1,7.29,9.695,0.663623,0,0.581541184,39.50319444,22.97273448
321,15,11.8,12.1,7.29,12.1,7.29,9.695,0.663623,0,0.581541184,39.50319444,22.97273448
321,16,11.32,12.1,7.29,12.1,7.29,9.695,0.663623,0,0.581541184,39.50319444,22.97273448
321,17,10.09,12.1,7.29,12.1,7.29,9.695,0.663623,0,0.581541184,39.50319444,22.97273448
321,18,9.68,12.1,7.29,12.1,7.29,9.695,0.663623,0,0.581541184,39.50319444,22.97273448
321,19,9.46,12.1,7.29,12.1,7.29,9.695,0.663623,0,0.581541184,39.50319444,22.97273448
321,20,8.98,12.1,7.29,12.1,7.29,9.695,0.663623,0,0.581541184,39.50319444,22.97273448
321,21,8.38,12.1,7.29,12.1,7.29,9.695,0.663623,0,0.581541184,39.50319444,22.97273448
321,22,8.19,12.1,7.29,12.1,7.29,9.695,0.663623,0,0.581541184,39.50319444,22.97273448
321,23,8.29,12.1,7.29,12.1,7.29,9.695,0.663623,0,0.581541184,39.50319444,22.97273448
322,0,7.97,11.92,6.69,11.92,6.69,9.305,0.676071,0,0.581646765,48.65569444,28.30042728
322,1,7.48,11.92,6.69,11.92,6.69,9.305,0.676071,0,0.581646765,48.65569444,28.30042728
322,2,6.96,11.92,6.69,11.92,6.69,9.305,0.676071,0,0.581646765,48.65569444,28.30042728
322,3,6.62,11.92,6.69,11.92,6.69,9.305,0.676071,0,0.581646765,48.65569444,28.30042728
322,4,6.54,11.92,6.69,11.92,6.69,9.305,0.676071,0,0.581646765,48.65569444,28.30042728
322,5,6.51,11.92,6.69,11.92,6.69,9.305,0.676071,0,0.581646765,48.65569444,28.30042728
322,6,6.38,11.92,6.69,11.92,6.69,9.305,0.676071,0,0.581646765,48.65569444,28.30042728
322,7,6.94,11.92,6.69,11.92,6.69,9.305,0.676071,0,0.581646765,48.65569444,28.30042728
322,8,8.15,11.92,6.69,11.92,6.69,9.305,0.676071,0,0.581646765,48.65569444,28.30042728
322,9,10.36,11.92,6.69,11.92,6.69,9.305,0.676071,0,0.581646765,48.65569444,28.30042728
322,10,11.65,11.92,6.69,11.92,6.69,9.305,0.676071,0,0.581646765,48.65569444,28.30042728
322,11,12.08,11.92,6.69,11.92,6.69,9.305,0.676071,0,0.581646765,48.65569444,28.30042728
322,12,12.11,11.92,6.69,11.92,6.69,9.305,0.676071,0,0.581646765,48.65569444,28.30042728
322,13,12.15,11.92,6.69,11.92,6.69,9.305,0.676071,0,0.581646765,48.65569444,28.30042728
322,14,11.74,11.92,6.69,11.92,6.69,9.305,0.676071,0,0.581646765,48.65569444,28.30042728
322,15,10.77,11.92,6.69,11.92,6.69,9.305,0.676071,0,0.581646765,48.65569444,28.30042728
322,16,9.02,11.92,6.69,11.92,6.69,9.305,0.676071,0,0.581646765,48.65569444,28.30042728
322,17,5.9,11.92,6.69,11.92,6.69,9.305,0.676071,0,0.581646765,48.65569444,28.30042728
322,18,4.94,11.92,6.69,11.92,6.69,9.305,0.676071,0,0.581646765,48.65569444,28.30042728
322,19,4.12,11.92,6.69,11.92,6.69,9.305,0.676071,0,0.581646765,48.65569444,28.30042728
322,20,3.27,11.92,6.69,11.92,6.69,9.305,0.676071,0,0.581646765,48.65569444,28.30042728
322,21,2.52,11.92,6.69,11.92,6.69,9.305,0.676071,0,0.581646765,48.65569444,28.30042728
322,22,1.9,11.92,6.69,11.92,6.69,9.305,0.676071,0,0.581646765,48.65569444,28.30042728
322,23,1.37,11.92,6.69,11.92,6.69,9.305,0.676071,0,0.581646765,48.65569444,28.30042728
323,0,0.98,12.15,1.37,12.15,1.37,6.76,0.889243,0,0.583454837,56.04944444,32.70231946
323,1,0.78,12.15,1.37,12.15,1.37,6.76,0.889243,0,0.583454837,56.04944444,32.70231946
323,2,0.8,12.15,1.37,12.15,1.37,6.76,0.889243,0,0.583454837,56.04944444,32.70231946
323,3,0.98,12.15,1.37,12.15,1.37,6.76,0.889243,0,0.583454837,56.04944444,32.70231946
323,4,1.32,12.15,1.37,12.15,1.37,6.76,0.889243,0,0.583454837,56.04944444,32.70231946
323,5,1.55,12.15,1.37,12.15,1.37,6.76,0.889243,0,0.583454837,56.04944444,32.70231946
323,6,1.61,12.15,1.37,12.15,1.37,6.76,0.889243,0,0.583454837,56.04944444,32.70231946
323,7,2.71,12.15,1.37,12.15,1.37,6.76,0.889243,0,0.583454837,56.04944444,32.70231946
323,8,5.73,12.15,1.37,12.15,1.37,6.76,0.889243,0,0.583454837,56.04944444,32.70231946
323,9,8.82,12.15,1.37,12.15,1.37,6.76,0.889243,0,0.583454837,56.04944444,32.70231946
323,10,10.66,12.15,1.37,12.15,1.37,6.76,0.889243,0,0.583454837,56.04944444,32.70231946
323,11,11.9,12.15,1.37,12.15,1.37,6.76,0.889243,0,0.583454837,56.04944444,32.70231946
323,12,12.85,12.15,1.37,12.15,1.37,6.76,0.889243,0,0.583454837,56.04944444,32.70231946
323,13,13.36,12.15,1.37,12.15,1.37,6.76,0.889243,0,0.583454837,56.04944444,32.70231946
323,14,13.23,12.15,1.37,12.15,1.37,6.76,0.889243,0,0.583454837,56.04944444,32.70231946
323,15,12.78,12.15,1.37,12.15,1.37,6.76,0.889243,0,0.583454837,56.04944444,32.70231946
323,16,10.81,12.15,1.37,12.15,1.37,6.76,0.889243,0,0.583454837,56.04944444,32.70231946
323,17,8.36,12.15,1.37,12.15,1.37,6.76,0.889243,0,0.583454837,56.04944444,32.70231946
323,18,7.12,12.15,1.37,12.15,1.37,6.76,0.889243,0,0.583454837,56.04944444,32.70231946
323,19,6.15,12.15,1.37,12.15,1.37,6.76,0.889243,0,0.583454837,56.04944444,32.70231946
323,20,5.49,12.15,1.37,12.15,1.37,6.76,0.889243,0,0.583454837,56.04944444,32.70231946
323,21,4.9,12.15,1.37,12.15,1.37,6.76,0.889243,0,0.583454837,56.04944444,32.70231946
323,22,4.37,12.15,1.37,12.15,1.37,6.76,0.889243,0,0.583454837,56.04944444,32.70231946
323,23,3.87,12.15,1.37,12.15,1.37,6.76,0.889243,0,0.583454837,56.04944444,32.70231946
324,0,3.37,13.36,0.78,13.36,0.78,7.07,0.849954,0,0.583121597,62.34652777,36.35560686
324,1,2.8,13.36,0.78,13.36,0.78,7.07,0.849954,0,0.583121597,62.34652777,36.35560686
324,2,2.33,13.36,0.78,13.36,0.78,7.07,0.849954,0,0.583121597,62.34652777,36.35560686
324,3,1.85,13.36,0.78,13.36,0.78,7.07,0.849954,0,0.583121597,62.34652777,36.35560686
324,4,1.51,13.36,0.78,13.36,0.78,7.07,0.849954,0,0.583121597,62.34652777,36.35560686
324,5,1.02,13.36,0.78,13.36,0.78,7.07,0.849954,0,0.583121597,62.34652777,36.35560686
324,6,1.29,13.36,0.78,13.36,0.78,7.07,0.849954,0,0.583121597,62.34652777,36.35560686
324,7,3.07,13.36,0.78,13.36,0.78,7.07,0.849954,0,0.583121597,62.34652777,36.35560686
324,8,6.01,13.36,0.78,13.36,0.78,7.07,0.849954,0,0.583121597,62.34652777,36.35560686
324,9,8.8,13.36,0.78,13.36,0.78,7.07,0.849954,0,0.583121597,62.34652777,36.35560686
324,10,12.58,13.36,0.78,13.36,0.78,7.07,0.849954,0,0.583121597,62.34652777,36.35560686
324,11,14.25,13.36,0.78,13.36,0.78,7.07,0.849954,0,0.583121597,62.34652777,36.35560686
324,12,15.12,13.36,0.78,13.36,0.78,7.07,0.849954,0,0.583121597,62.34652777,36.35560686
324,13,15.51,13.36,0.78,13.36,0.78,7.07,0.849954,0,0.583121597,62.34652777,36.35560686
324,14,15.4,13.36,0.78,13.36,0.78,7.07,0.849954,0,0.583121597,62.34652777,36.35560686
324,15,14.72,13.36,0.78,13.36,0.78,7.07,0.849954,0,0.583121597,62.34652777,36.35560686
324,16,12.39,13.36,0.78,13.36,0.78,7.07,0.849954,0,0.583121597,62.34652777,36.35560686
324,17,11.01,13.36,0.78,13.36,0.78,7.07,0.849954,0,0.583121597,62.34652777,36.35560686
324,18,10.23,13.36,0.78,13.36,0.78,7.07,0.849954,0,0.583121597,62.34652777,36.35560686
324,19,9.01,13.36,0.78,13.36,0.78,7.07,0.849954,0,0.583121597,62.34652777,36.35560686
324,20,7.51,13.36,0.78,13.36,0.78,7.07,0.849954,0,0.583121597,62.34652777,36.35560686
324,21,6.02,13.36,0.78,13.36,0.78,7.07,0.849954,0,0.583121597,62.34652777,36.35560686
324,22,5.18,13.36,0.78,13.36,0.78,7.07,0.849954,0,0.583121597,62.34652777,36.35560686
324,23,5.51,13.36,0.78,13.36,0.78,7.07,0.849954,0,0.583121597,62.34652777,36.35560686
325,0,5.32,15.51,1.02,15.51,1.02,8.265,0.756983,0,0.582333041,70.11694444,40.83141345
325,1,4.75,15.51,1.02,15.51,1.02,8.265,0.756983,0,0.582333041,70.11694444,40.83141345
325,2,4.41,15.51,1.02,15.51,1.02,8.265,0.756983,0,0.582333041,70.11694444,40.83141345
325,3,4.01,15.51,1.02,15.51,1.02,8.265,0.756983,0,0.582333041,70.11694444,40.83141345
325,4,3.67,15.51,1.02,15.51,1.02,8.265,0.756983,0,0.582333041,70.11694444,40.83141345
325,5,3.54,15.51,1.02,15.51,1.02,8.265,0.756983,0,0.582333041,70.11694444,40.83141345
325,6,3.81,15.51,1.02,15.51,1.02,8.265,0.756983,0,0.582333041,70.11694444,40.83141345
325,7,4.74,15.51,1.02,15.51,1.02,8.265,0.756983,0,0.582333041,70.11694444,40.83141345
325,8,7.05,15.51,1.02,15.51,1.02,8.265,0.756983,0,0.582333041,70.11694444,40.83141345
325,9,9.48,15.51,1.02,15.51,1.02,8.265,0.756983,0,0.582333041,70.11694444,40.83141345
325,10,14.17,15.51,1.02,15.51,1.02,8.265,0.756983,0,0.582333041,70.11694444,40.83141345
325,11,16.21,15.51,1.02,15.51,1.02,8.265,0.756983,0,0.582333041,70.11694444,40.83141345
325,12,17.02,15.51,1.02,15.51,1.02,8.265,0.756983,0,0.582333041,70.11694444,40.83141345
325,13,17.37,15.51,1.02,15.51,1.02,8.265,0.756983,0,0.582333041,70.11694444,40.83141345
325,14,17.09,15.51,1.02,15.51,1.02,8.265,0.756983,0,0.582333041,70.11694444,40.83141345
325,15,16.15,15.51,1.02,15.51,1.02,8.265,0.756983,0,0.582333041,70.11694444,40.83141345
325,16,13.13,15.51,1.02,15.51,1.02,8.265,0.756983,0,0.582333041,70.11694444,40.83141345
325,17,10.03,15.51,1.02,15.51,1.02,8.265,0.756983,0,0.582333041,70.11694444,40.83141345
325,18,8.63,15.51,1.02,15.51,1.02,8.265,0.756983,0,0.582333041,70.11694444,40.83141345
325,19,7.79,15.51,1.02,15.51,1.02,8.265,0.756983,0,0.582333041,70.11694444,40.83141345
325,20,7.15,15.51,1.02,15.51,1.02,8.265,0.756983,0,0.582333041,70.11694444,40.83141345
325,21,6.52,15.51,1.02,15.51,1.02,8.265,0.756983,0,0.582333041,70.11694444,40.83141345
325,22,6.12,15.51,1.02,15.51,1.02,8.265,0.756983,0,0.582333041,70.11694444,40.83141345
325,23,6,15.51,1.02,15.51,1.02,8.265,0.756983,0,0.582333041,70.11694444,40.83141345
326,0,6.04,17.37,3.54,17.37,3.54,10.455,0.586601,0,0.580887903,79.04027777,45.91354121
326,1,6.19,17.37,3.54,17.37,3.54,10.455,0.586601,0,0.580887903,79.04027777,45.91354121
326,2,5.94,17.37,3.54,17.37,3.54,10.455,0.586601,0,0.580887903,79.04027777,45.91354121
326,3,5.61,17.37,3.54,17.37,3.54,10.455,0.586601,0,0.580887903,79.04027777,45.91354121
326,4,5.33,17.37,3.54,17.37,3.54,10.455,0.586601,0,0.580887903,79.04027777,45.91354121
326,5,5.18,17.37,3.54,17.37,3.54,10.455,0.586601,0,0.580887903,79.04027777,45.91354121
326,6,4.27,17.37,3.54,17.37,3.54,10.455,0.586601,0,0.580887903,79.04027777,45.91354121
326,7,5.72,17.37,3.54,17.37,3.54,10.455,0.586601,0,0.580887903,79.04027777,45.91354121
326,8,9.66,17.37,3.54,17.37,3.54,10.455,0.586601,0,0.580887903,79.04027777,45.91354121
326,9,12.78,17.37,3.54,17.37,3.54,10.455,0.586601,0,0.580887903,79.04027777,45.91354121
326,10,15.69,17.37,3.54,17.37,3.54,10.455,0.586601,0,0.580887903,79.04027777,45.91354121
326,11,16.81,17.37,3.54,17.37,3.54,10.455,0.586601,0,0.580887903,79.04027777,45.91354121
326,12,17.56,17.37,3.54,17.37,3.54,10.455,0.586601,0,0.580887903,79.04027777,45.91354121
326,13,17.92,17.37,3.54,17.37,3.54,10.455,0.586601,0,0.580887903,79.04027777,45.91354121
326,14,17.89,17.37,3.54,17.37,3.54,10.455,0.586601,0,0.580887903,79.04027777,45.91354121
326,15,17.14,17.37,3.54,17.37,3.54,10.455,0.586601,0,0.580887903,79.04027777,45.91354121
326,16,14.17,17.37,3.54,17.37,3.54,10.455,0.586601,0,0.580887903,79.04027777,45.91354121
326,17,11.4,17.37,3.54,17.37,3.54,10.455,0.586601,0,0.580887903,79.04027777,45.91354121
326,18,10.68,17.37,3.54,17.37,3.54,10.455,0.586601,0,0.580887903,79.04027777,45.91354121
326,19,10.08,17.37,3.54,17.37,3.54,10.455,0.586601,0,0.580887903,79.04027777,45.91354121
326,20,9.54,17.37,3.54,17.37,3.54,10.455,0.586601,0,0.580887903,79.04027777,45.91354121
326,21,9.26,17.37,3.54,17.37,3.54,10.455,0.586601,0,0.580887903,79.04027777,45.91354121
326,22,8.72,17.37,3.54,17.37,3.54,10.455,0.586601,0,0.580887903,79.04027777,45.91354121
326,23,8.05,17.37,3.54,17.37,3.54,10.455,0.586601,0,0.580887903,79.04027777,45.91354121
327,0,7.17,17.92,4.27,17.92,4.27,11.095,0.536809,0,0.58046558,89.52486111,51.9661004
327,1,6.7,17.92,4.27,17.92,4.27,11.095,0.536809,0,0.58046558,89.52486111,51.9661004
327,2,6.45,17.92,4.27,17.92,4.27,11.095,0.536809,0,0.58046558,89.52486111,51.9661004
327,3,6.33,17.92,4.27,17.92,4.27,11.095,0.536809,0,0.58046558,89.52486111,51.9661004
327,4,5.9,17.92,4.27,17.92,4.27,11.095,0.536809,0,0.58046558,89.52486111,51.9661004
327,5,5.65,17.92,4.27,17.92,4.27,11.095,0.536809,0,0.58046558,89.52486111,51.9661004
327,6,5.51,17.92,4.27,17.92,4.27,11.095,0.536809,0,0.58046558,89.52486111,51.9661004
327,7,7.2,17.92,4.27,17.92,4.27,11.095,0.536809,0,0.58046558,89.52486111,51.9661004
327,8,10.29,17.92,4.27,17.92,4.27,11.095,0.536809,0,0.58046558,89.52486111,51.9661004
327,9,13.48,17.92,4.27,17.92,4.27,11.095,0.536809,0,0.58046558,89.52486111,51.9661004
327,10,16.69,17.92,4.27,17.92,4.27,11.095,0.536809,0,0.58046558,89.52486111,51.9661004
327,11,17.98,17.92,4.27,17.92,4.27,11.095,0.536809,0,0.58046558,89.52486111,51.9661004
327,12,18.77,17.92,4.27,17.92,4.27,11.095,0.536809,0,0.58046558,89.52486111,51.9661004
327,13,19.16,17.92,4.27,17.92,4.27,11.095,0.536809,0,0.58046558,89.52486111,51.9661004
327,14,18.98,17.92,4.27,17.92,4.27,11.095,0.536809,0,0.58046558,89.52486111,51.9661004
327,15,18.24,17.92,4.27,17.92,4.27,11.095,0.536809,0,0.58046558,89.52486111,51.9661004
327,16,15.71,17.92,4.27,17.92,4.27,11.095,0.536809,0,0.58046558,89.52486111,51.9661004
327,17,13.76,17.92,4.27,17.92,4.27,11.095,0.536809,0,0.58046558,89.52486111,51.9661004
327,18,13.03,17.92,4.27,17.92,4.27,11.095,0.536809,0,0.58046558,89.52486111,51.9661004
327,19,12.4,17.92,4.27,17.92,4.27,11.095,0.536809,0,0.58046558,89.52486111,51.9661004
327,20,11.71,17.92,4.27,17.92,4.27,11.095,0.536809,0,0.58046558,89.52486111,51.9661004
327,21,10.85,17.92,4.27,17.92,4.27,11.095,0.536809,0,0.58046558,89.52486111,51.9661004
327,22,9.83,17.92,4.27,17.92,4.27,11.095,0.536809,0,0.58046558,89.52486111,51.9661004
327,23,8.98,17.92,4.27,17.92,4.27,11.095,0.536809,0,0.58046558,89.52486111,51.9661004
328,0,8.37,19.16,5.51,19.16,5.51,12.335,0.440337,0,0.579647328,101.2236111,58.67399574
328,1,7.92,19.16,5.51,19.16,5.51,12.335,0.440337,0,0.579647328,101.2236111,58.67399574
328,2,7.73,19.16,5.51,19.16,5.51,12.335,0.440337,0,0.579647328,101.2236111,58.67399574
328,3,7.83,19.16,5.51,19.16,5.51,12.335,0.440337,0,0.579647328,101.2236111,58.67399574
328,4,8.22,19.16,5.51,19.16,5.51,12.335,0.440337,0,0.579647328,101.2236111,58.67399574
328,5,8.65,19.16,5.51,19.16,5.51,12.335,0.440337,0,0.579647328,101.2236111,58.67399574
328,6,8.19,19.16,5.51,19.16,5.51,12.335,0.440337,0,0.579647328,101.2236111,58.67399574
328,7,8,19.16,5.51,19.16,5.51,12.335,0.440337,0,0.579647328,101.2236111,58.67399574
328,8,10.31,19.16,5.51,19.16,5.51,12.335,0.440337,0,0.579647328,101.2236111,58.67399574
328,9,13.05,19.16,5.51,19.16,5.51,12.335,0.440337,0,0.579647328,101.2236111,58.67399574
328,10,16.69,19.16,5.51,19.16,5.51,12.335,0.440337,0,0.579647328,101.2236111,58.67399574
328,11,17.93,19.16,5.51,19.16,5.51,12.335,0.440337,0,0.579647328,101.2236111,58.67399574
328,12,18.67,19.16,5.51,19.16,5.51,12.335,0.440337,0,0.579647328,101.2236111,58.67399574
328,13,19.04,19.16,5.51,19.16,5.51,12.335,0.440337,0,0.579647328,101.2236111,58.67399574
328,14,18.89,19.16,5.51,19.16,5.51,12.335,0.440337,0,0.579647328,101.2236111,58.67399574
328,15,18.11,19.16,5.51,19.16,5.51,12.335,0.440337,0,0.579647328,101.2236111,58.67399574
328,16,15.05,19.16,5.51,19.16,5.51,12.335,0.440337,0,0.579647328,101.2236111,58.67399574
328,17,12.32,19.16,5.51,19.16,5.51,12.335,0.440337,0,0.579647328,101.2236111,58.67399574
328,18,11.54,19.16,5.51,19.16,5.51,12.335,0.440337,0,0.579647328,101.2236111,58.67399574
328,19,10.81,19.16,5.51,19.16,5.51,12.335,0.440337,0,0.579647328,101.2236111,58.67399574
328,20,10.05,19.16,5.51,19.16,5.51,12.335,0.440337,0,0.579647328,101.2236111,58.67399574
328,21,9.33,19.16,5.51,19.16,5.51,12.335,0.440337,0,0.579647328,101.2236111,58.67399574
328,22,8.7,19.16,5.51,19.16,5.51,12.335,0.440337,0,0.579647328,101.2236111,58.67399574
328,23,8.14,19.16,5.51,19.16,5.51,12.335,0.440337,0,0.579647328,101.2236111,58.67399574
329,0,7.58,19.04,7.73,19.04,7.73,13.385,0.364482,0,0.579003945,113.0377778,65.44931929
329,1,7.05,19.04,7.73,19.04,7.73,13.385,0.364482,0,0.579003945,113.0377778,65.44931929
329,2,6.6,19.04,7.73,19.04,7.73,13.385,0.364482,0,0.579003945,113.0377778,65.44931929
329,3,6.37,19.04,7.73,19.04,7.73,13.385,0.364482,0,0.579003945,113.0377778,65.44931929
329,4,6.26,19.04,7.73,19.04,7.73,13.385,0.364482,0,0.579003945,113.0377778,65.44931929
329,5,6.19,19.04,7.73,19.04,7.73,13.385,0.364482,0,0.579003945,113.0377778,65.44931929
329,6,6.19,19.04,7.73,19.04,7.73,13.385,0.364482,0,0.579003945,113.0377778,65.44931929
329,7,7.9,19.04,7.73,19.04,7.73,13.385,0.364482,0,0.579003945,113.0377778,65.44931929
329,8,11.06,19.04,7.73,19.04,7.73,13.385,0.364482,0,0.579003945,113.0377778,65.44931929
329,9,14.26,19.04,7.73,19.04,7.73,13.385,0.364482,0,0.579003945,113.0377778,65.44931929
329,10,16.6,19.04,7.73,19.04,7.73,13.385,0.364482,0,0.579003945,113.0377778,65.44931929
329,11,17.86,19.04,7.73,19.04,7.73,13.385,0.364482,0,0.579003945,113.0377778,65.44931929
329,12,18.26,19.04,7.73,19.04,7.73,13.385,0.364482,0,0.579003945,113.0377778,65.44931929
329,13,18.31,19.04,7.73,19.04,7.73,13.385,0.364482,0,0.579003945,113.0377778,65.44931929
329,14,18.12,19.04,7.73,19.04,7.73,13.385,0.364482,0,0.579003945,113.0377778,65.44931929
329,15,17.25,19.04,7.73,19.04,7.73,13.385,0.364482,0,0.579003945,113.0377778,65.44931929
329,16,15.26,19.04,7.73,19.04,7.73,13.385,0.364482,0,0.579003945,113.0377778,65.44931929
329,17,13.85,19.04,7.73,19.04,7.73,13.385,0.364482,0,0.579003945,113.0377778,65.44931929
329,18,13.25,19.04,7.73,19.04,7.73,13.385,0.364482,0,0.579003945,113.0377778,65.44931929
329,19,12.8,19.04,7.73,19.04,7.73,13.385,0.364482,0,0.579003945,113.0377778,65.44931929
329,20,12.41,19.04,7.73,19.04,7.73,13.385,0.364482,0,0.579003945,113.0377778,65.44931929
